date;site;point1;point2;measure;value;p.rand.inf;p.rand.sup;mean.rand;up.rand;low.rand
2017-07-18;david;day;night;wei_assor_com;0,11459325;0,45;0,55;0,104815849434085;0,110759940069738;0,098871758798433
2017-07-18;david;day;night;degree;1,6;0;1;2,58;2,68283767109703;2,47716232890297
2017-07-18;david;day;night;local_clustering;0,38333333;0,59;0,41;0,37569999999;0,394649433925704;0,356750566054296
2017-07-18;david;day;night;strength;27,5004263;0,79;0,21;27,073564716;28,7738251777843;25,3733042542157
2017-07-18;david;day;night;eigen;32,8535825;0,05;0,95;49,2577400145;50,9206416850822;47,5948383439178
2017-07-18;david;day;night;betweenness;9,666667;0,09;0,91;14,6176558321346;15,8185168180271;13,4167948462421
2017-07-18;david;day;night;social_differentiation;0,3480482937;0,98;0,02;0,319993926115;0,335847600972137;0,304140251257863
2017-07-18;david;day;night;association_stability;0,467608210514283;0,35;0,65;0,474165214283659;0,478085716117425;0,470244712449892
2017-07-18;arugot;night;day;size_com;1,66666666666667;0,14;0,86;6,31893454263193;6,51148913291966;6,12637995234421
2017-07-18;arugot;night;day;modularity_can;0,1001276;0,93;0,07;0,0450334673;0,0526929878458189;0,0373739467541811
2017-07-18;arugot;night;day;transitivity_can;0,1184211;0,7;0,3;0,088470569;0,101133334113616;0,0758078038863844
2017-07-18;arugot;night;day;transitivity_com;NA;1;1;NA;NA;NA
2017-07-18;arugot;night;day;density_can;0,03157895;0;1;0,0817368517;0,0850307965503841;0,0784429068496159
2017-07-18;arugot;night;day;density_com;0,171231545;0,44;0,56;0,201717648725682;0,207539500565484;0,195895796885881
2017-07-18;arugot;night;day;deg_assor_can;0,3375796;0,65;0,35;0,254304866625;0,290335547331968;0,218274185918032
2017-07-18;arugot;night;day;deg_assor_com;NA;1;1;NA;NA;NA
2017-07-18;arugot;night;day;sex_assor_can;0,265605794;0,64;0,36;0,19283031998;0,222694460358899;0,162966179601101
2017-07-18;arugot;night;day;sex_assor_com;NA;1;1;NA;NA;NA
2017-07-18;arugot;night;day;wei_assor_can;0,9226549;0,99;0,01;0,61312577755;0,647239108707927;0,579012446392073
2017-07-18;arugot;night;day;wei_assor_com;0,0282736583333333;0,03;0,97;0,344309172835758;0,355582906327134;0,333035439344381
2017-07-18;arugot;night;day;degree;0,9;0;1;2,019;2,10319808266746;1,93480191733254
2017-07-18;arugot;night;day;local_clustering;0,34166667;1;0;0,207464288055;0,219576268549751;0,195352307560249
2017-07-18;arugot;night;day;strength;36,9515732;0,99;0,01;30,188997909;31,5096066702643;28,8683891477357
2017-07-18;arugot;night;day;eigen;43,56109015;0,42;0,58;49,41864216477;51,1046215584627;47,7326627710773
2017-07-18;arugot;night;day;betweenness;6,17284;0,07;0,93;15,9940445420961;17,2373889362654;14,7507001479268
2017-07-18;arugot;night;day;social_differentiation;0,88594697155;1;0;0,575994357586;0,606111894518;0,545876820654001
2017-07-18;arugot;night;day;association_stability;0,152319304708069;0;1;0,25895126884674;0,263419611905988;0,254482925787493
2017-07-18;david;night;day;size_com;5;0,56;0,44;4,5875;4,67279392254672;4,50220607745328
2017-07-18;david;night;day;modularity_can;0,4628099;1;0;0,105667981;0,117881382145116;0,0934545798548842
2017-07-18;david;night;day;transitivity_can;0,25;0;1;0,497566746;0,51759016697304;0,47754332502696
2017-07-18;david;night;day;transitivity_com;0,3;0,12;0,88;0,42510062405034;0,434997366556311;0,415203881544369
2017-07-18;david;night;day;density_can;0,17777777;0,02;0,98;0,2866666728;0,29489797657411;0,27843536902589
2017-07-18;david;night;day;density_com;0,5;0,45;0,55;0,594172020958107;0,605251186154604;0,583092855761609
2017-07-18;david;night;day;deg_assor_can;NA;1;1;NA;NA;NA
2017-07-18;david;night;day;deg_assor_com;NA;1;1;NA;NA;NA
2017-07-18;david;night;day;sex_assor_can;NA;1;1;NA;NA;NA
2017-07-18;david;night;day;sex_assor_com;NA;1;1;NA;NA;NA
2017-07-18;david;night;day;wei_assor_can;0,5509461;0,19;0,81;0,64577611004;0,661414048321176;0,630138171758824
2017-07-18;david;night;day;wei_assor_com;0,58066995;0,66;0,34;0,462573394165562;0,473112558926199;0,452034229404924
2017-07-18;david;night;day;degree;1,6;0;1;2,58;2,69119414970974;2,46880585029026
