"","X","Y","R.cosine.w","P.cosine.w","R.cosine.b","P.cosine.b","P.transform","P.adjust","class.w","class.b"
"169",2017-07-15 23:00:00,2017-07-19 11:00:00,0.501038280402775,0.77,0.566138517072298,1,0,0,"white","tomato"
"170",2017-07-15 23:00:00,2017-07-19 23:00:00,0.31968651295031,0.96,0.348155311911396,0.85,0.15,0.1640625,"tomato","white"
"171",2017-07-15 23:00:00,2017-07-20 11:00:00,0.409630860853614,0.92,0.541736338885961,1,0,0,"white","tomato"
"172",2017-07-15 23:00:00,2017-07-20 23:00:00,0.237912321007085,0.99,0.204124145231932,1,0,0,"tomato","tomato"
"173",2017-07-15 23:00:00,2017-07-21 11:00:00,0.389232072263577,0.93,0.471404520791032,1,0,0,"white","tomato"
"174",2017-07-15 23:00:00,2017-07-21 23:00:00,0.177623504522742,1,0.348155311911396,0.41,0.41,0.415942028985507,"tomato","white"
"175",2017-07-15 23:00:00,2017-07-22 11:00:00,0.419610082333994,0.67,0.451848057057532,1,0,0,"white","tomato"
"176",2017-07-15 23:00:00,2017-07-22 23:00:00,0.23777044707619,0.96,0.416666666666667,0.51,0.49,0.490318388564003,"tomato","white"
"177",2017-07-15 23:00:00,2017-07-23 11:00:00,0.310611011577571,0.97,0.361157559257308,0.85,0.15,0.1640625,"tomato","white"
"178",2017-07-15 23:00:00,2017-07-23 23:00:00,0.209006196314925,0.62,0.327326835353989,1,0,0,"white","tomato"
"179",2017-07-15 23:00:00,2017-07-24 11:00:00,0.28951020443356,0.1,0.387298334620742,0.68,0.32,0.328533333333333,"white","white"
"180",2017-07-15 23:00:00,2017-07-24 23:00:00,0.327406317526587,0.61,0.456435464587638,1,0,0,"white","tomato"
"181",2017-07-15 23:00:00,2017-07-25 11:00:00,0.456326003923172,0.9,0.59603956067927,1,0,0,"white","tomato"
"182",2017-07-15 23:00:00,2017-07-25 23:00:00,0.26160421689743,0.91,0.306186217847897,0.99,0.01,0.0133448873483536,"white","tomato"
"183",2017-07-15 23:00:00,2017-07-26 11:00:00,0.689493905160489,0.98,0.560112033611204,1,0,0,"tomato","tomato"
"184",2017-07-15 23:00:00,2017-07-26 23:00:00,0.692838110469422,0.94,0.436435780471985,1,0,0,"white","tomato"
"185",2017-07-15 23:00:00,2017-07-27 11:00:00,0.405594196401629,0.81,0.433012701892219,0.99,0.01,0.0133448873483536,"white","tomato"
"186",2017-07-15 23:00:00,2017-07-27 23:00:00,0.60383471117471,0.46,0.540061724867322,0.99,0.01,0.0133448873483536,"white","tomato"
"187",2017-07-15 23:00:00,2017-07-28 11:00:00,0.407997569509534,0.77,0.516397779494322,1,0,0,"white","tomato"
"188",2017-07-15 23:00:00,2017-07-28 23:00:00,0.193821043018607,0.96,0.288675134594813,1,0,0,"tomato","tomato"
"189",2017-07-15 23:00:00,2017-07-29 11:00:00,0.393255143797046,0.99,0.481543412343077,1,0,0,"tomato","tomato"
"190",2017-07-15 23:00:00,2017-07-29 23:00:00,0.147000182201361,0.38,0.416666666666667,1,0,0,"white","tomato"
"191",2017-07-15 23:00:00,2017-07-30 11:00:00,0.395897510961995,0.94,0.408248290463863,0.55,0.45,0.453237410071942,"white","white"
"192",2017-07-15 23:00:00,2017-07-30 23:00:00,0.163266204095975,0.96,0.333333333333333,1,0,0,"tomato","tomato"
"193",2017-07-15 23:00:00,2017-07-31 11:00:00,0.210616174200372,0.62,0.430820218427665,1,0,0,"white","tomato"
"194",2017-07-15 23:00:00,2017-07-31 23:00:00,0.0926308849509868,0.69,0.204124145231932,0.05,0.05,0.0590490797546013,"white","white"
"195",2017-07-15 23:00:00,2017-08-01 11:00:00,0.325813470736762,0.89,0.387298334620742,0.94,0.0600000000000001,0.0702661596958176,"white","white"
"196",2017-07-15 23:00:00,2017-08-01 23:00:00,0.35906978744001,0.99,0.456435464587638,0.84,0.16,0.174380750176929,"tomato","white"
"197",2017-07-15 23:00:00,2017-08-02 11:00:00,0.286899462004909,0.97,0.463586324972765,1,0,0,"tomato","tomato"
"198",2017-07-15 23:00:00,2017-08-02 23:00:00,0.523595799223187,0.98,0.456435464587638,1,0,0,"tomato","tomato"
"199",2017-07-15 23:00:00,2017-08-03 11:00:00,0.423064334548757,1,0.461880215351701,1,0,0,"tomato","tomato"
"200",2017-07-15 23:00:00,2017-08-03 23:00:00,0.380018227316776,0.87,0.333333333333333,1,0,0,"white","tomato"
"201",2017-07-15 23:00:00,2017-08-04 11:00:00,0.452685288602865,0.97,0.463586324972765,1,0,0,"tomato","tomato"
"202",2017-07-15 23:00:00,2017-08-04 23:00:00,0.273538510226025,0.73,0.235702260395516,1,0,0,"white","tomato"
"203",2017-07-15 23:00:00,2017-08-05 11:00:00,0.420538036209917,0.95,0.428845013935118,1,0,0,"white","tomato"
"204",2017-07-15 23:00:00,2017-08-05 23:00:00,0.151385231041071,0.25,0.298142396999972,1,0,0,"white","tomato"
"205",2017-07-15 23:00:00,2017-08-06 11:00:00,0.254917530835206,0.99,0.264906471413009,0.87,0.13,0.143409742120344,"tomato","white"
"206",2017-07-15 23:00:00,2017-08-06 23:00:00,0.436875449252164,0.03,0.348155311911396,0.99,0.01,0.0133448873483536,"cornflowerblue","tomato"
"207",2017-07-15 23:00:00,2017-08-07 11:00:00,0.548146448311291,0.9,0.490990253030983,1,0,0,"white","tomato"
